Ser No,0 to 9,B/S,R/G
5100050732,0,S,R
5100050733,4,S,R
5100050734,0,S,R
5100050735,6,B,R
5100050736,2,S,R
5100050737,4,S,R
5100050738,4,S,R
5100050739,2,S,R
5100050740,2,S,R
5100050741,9,B,G
5100050742,4,S,R
5100050743,8,B,R
5100050744,7,B,G
5100050745,8,B,R
5100050746,7,B,G
5100050747,3,S,G
5100050748,7,B,G
5100050749,2,S,R
5100050750,8,B,R
5100050751,2,S,R
5100050752,7,B,G
5100050753,2,S,R
5100050754,2,S,R
5100050755,3,S,G
5100050756,1,S,G
5100050757,4,S,R
5100050758,7,B,G
5100050759,1,S,G
5100050760,4,S,R
5100050761,4,S,R
5100050762,5,B,G
5100050763,8,B,R
5100050764,8,B,R
5100050765,4,S,R
5100050766,6,B,R
5100050767,1,S,G
5100050768,8,B,R
5100050769,1,S,G
5100050770,7,B,G
5100050771,4,S,R
5100050772,7,B,G
5100050773,9,B,G
5100050774,0,S,R
5100050775,7,B,G
5100050776,1,S,G
5100050777,6,B,R
5100050778,7,B,G
5100050779,8,B,R
5100050780,6,B,R
5100050781,9,B,G
5100050782,5,B,G
5100050783,1,S,G
5100050784,3,S,G
5100050785,9,B,G
5100050786,4,S,R
5100050787,6,B,R
5100050788,1,S,G
5100050789,6,B,R
5100050790,0,S,R
5100050791,6,B,R
5100050792,8,B,R
5100050793,8,B,R
5100050794,3,S,G
5100050795,1,S,G
5100050796,5,B,G
5100050797,9,B,G
5100050798,1,S,G
5100050799,6,B,R
5100050800,8,B,R
5100050801,5,B,G
5100050802,5,B,G
5100050803,4,S,R
5100050804,1,S,G
5100050805,1,S,G
5100050806,7,B,G
5100050807,2,S,R
5100050808,4,S,R
5100050809,3,S,G
5100050810,5,B,G
5100050811,6,B,R
5100050812,8,B,R
5100050813,0,S,R
5100050814,8,B,R
5100050815,8,B,R
5100050816,6,B,R
5100050817,3,S,G
5100050818,8,B,R
5100050819,9,B,G
5100050820,4,S,R
5100050821,9,B,G
5100050822,4,S,R
5100050823,8,B,R
5100050824,9,B,G
5100050825,7,B,G
5100050826,5,B,G
5100050827,4,S,R
5100050828,8,B,R
5100050829,6,B,R
5100050830,2,S,R
5100050831,5,B,G
5100050832,6,B,R
5100050833,9,B,G
5100050834,5,B,G
5100050835,7,B,G
5100050836,2,S,R
5100050837,5,B,G
5100050838,2,S,R
5100050839,6,B,R
5100050840,7,B,G
5100050841,6,B,R
5100050842,5,B,G
5100050843,9,B,G
5100050844,9,B,G
5100050845,8,B,R
5100050846,7,B,G
5100050847,1,S,G
5100050848,7,B,G
5100050849,3,S,G
5100050850,5,B,G
5100050851,9,B,G
5100050852,0,S,R
5100050853,9,B,G
5100050854,1,S,G
5100050855,1,S,G
5100050856,6,B,R
5100050857,8,B,R
5100050858,0,S,R
5100050859,1,S,G
5100050860,9,B,G
5100050861,6,B,R
5100050862,9,B,G
5100050863,5,B,G
5100050864,0,S,R
5100050865,1,S,G
5100050866,5,B,G
5100050867,1,S,G
5100050868,9,B,G
5100050869,6,B,R
5100050870,9,B,G
5100050871,8,B,R
5100050872,7,B,G
5100050873,2,S,R
5100050874,2,S,R
5100050875,5,B,G
5100050876,0,S,R
5100050877,0,S,R
5100050878,8,B,R
5100050879,0,S,R
5100050880,0,S,R
5100050881,0,S,R
5100050882,6,B,R
5100050883,6,B,R
5100050884,0,S,R
5100050885,6,B,R
5100050886,1,S,G
5100050887,1,S,G
5100050888,5,B,G
5100050889,0,S,R
5100050890,9,B,G
5100050891,7,B,G
5100050892,2,S,R
5100050893,5,B,G
5100050894,7,B,G
5100050895,1,S,G
5100050896,0,S,R
5100050897,6,B,R
5100050898,7,B,G
5100050899,5,B,G
5100050900,5,B,G
5100050901,0,S,R
5100050902,9,B,G
5100050903,0,S,R
5100050904,4,S,R
5100050905,8,B,R
5100050906,3,S,G
5100050907,3,S,G
5100050908,1,S,G
5100050909,7,B,G
5100050910,3,S,G
5100050911,6,B,R
5100050912,5,B,G
5100050913,4,S,R
5100050914,7,B,G
5100050915,1,S,G
5100050916,8,B,R
5100050917,5,B,G
5100050918,4,S,R
5100050919,1,S,G
5100050920,0,S,R
5100050921,1,S,G
5100050922,9,B,G
5100050923,6,B,R
5100050924,9,B,G
5100050925,4,S,R
5100050926,7,B,G
5100050927,7,B,G
5100050928,7,B,G
5100050929,7,B,G
5100050930,2,S,R
5100050931,1,S,G
5100050932,6,B,R
5100050933,2,S,R
5100050934,0,S,R
5100050935,2,S,R
5100050936,2,S,R
5100050937,2,S,R
5100050938,2,S,R
5100050939,1,S,G
5100050940,9,B,G
5100050941,2,S,R
5100050942,5,B,G
5100050943,0,S,R
5100050944,2,S,R
5100050945,0,S,R
5100050946,9,B,G
5100050947,5,B,G
5100050948,6,B,R
5100050949,3,S,G
5100050950,8,B,R
5100050951,7,B,G
5100050952,2,S,R
5100050953,3,S,G
5100050954,0,S,R
5100050955,1,S,G
5100050956,1,S,G
5100050957,8,B,R
5100050958,6,B,R
5100050959,2,S,R
5100050960,3,S,G
5100050961,3,S,G
5100050962,5,B,G
5100050963,4,S,R
5100050964,4,S,R
5100050965,1,S,G
5100050966,9,B,G
5100050967,3,S,G
5100050968,1,S,G
5100050969,7,B,G
5100050970,6,B,R
5100050971,6,B,R
5100050972,1,S,G
5100050973,4,S,R
5100050974,0,S,R
5100050975,3,S,G
5100050976,6,B,R
5100050977,8,B,R
5100050978,9,B,G
5100050979,8,B,R
5100050980,4,S,R
5100050981,9,B,G
5100050982,2,S,R
5100050983,5,B,G
5100050984,5,B,G
5100050985,2,S,R
5100050986,3,S,G
5100050987,0,S,R
5100050988,4,S,R
5100050989,0,S,R
5100050990,2,S,R
5100050991,6,B,R
5100050992,0,S,R
5100050993,5,B,G
5100050994,7,B,G
5100050995,5,B,G
5100050996,0,S,R
5100050997,7,B,G
5100050998,7,B,G
5100050999,4,S,R
5100051000,3,S,G
5100051001,0,S,R
5100051002,3,S,G
5100051003,1,S,G
5100051004,1,S,G
5100051005,6,B,R
5100051006,0,S,R
5100051007,2,S,R
5100051008,9,B,G
5100051009,9,B,G
5100051010,2,S,R
5100051011,2,S,R
5100051012,1,S,G
5100051013,4,S,R
5100051014,0,S,R
5100051015,3,S,G
5100051016,3,S,G
5100051017,7,B,G
5100051018,4,S,R
5100051019,3,S,G
5100051020,6,B,R
5100051021,1,S,G
5100051022,5,B,G
5100051023,0,S,R
5100051024,5,B,G
5100051025,9,B,G
5100051026,4,S,R
5100051027,5,B,G
5100051028,2,S,R
5100051029,2,S,R
5100051030,5,B,G
5100051031,3,S,G
5100051032,6,B,R
5100051033,5,B,G
5100051034,8,B,R
5100051035,4,S,R
5100051036,3,S,G
5100051037,3,S,G
5100051038,7,B,G
5100051039,1,S,G
5100051040,6,B,R
5100051041,1,S,G
5100051042,8,B,R
5100051043,4,S,R
5100051044,9,B,G
5100051045,6,B,R
5100051046,0,S,R
5100051047,4,S,R
5100051048,6,B,R
5100051049,7,B,G
5100051050,7,B,G
5100051051,4,S,R
5100051052,5,B,G
5100051053,7,B,G
5100051054,8,B,R
5100051055,5,B,G
5100051056,5,B,G
5100051057,8,B,R
5100051058,0,S,R
5100051059,9,B,G
5100051060,6,B,R
5100051061,6,B,R
5100051062,2,S,R
5100051063,2,S,R
5100051064,8,B,R
5100051065,7,B,G
5100051066,1,S,G
5100051067,3,S,G
5100051068,9,B,G
5100051069,5,B,G
5100051070,5,B,G
5100051071,9,B,G
5100051072,4,S,R
5100051073,8,B,R
5100051074,1,S,G
5100051075,8,B,R
5100051076,6,B,R
5100051077,9,B,G
5100051078,5,B,G
5100051079,4,S,R
5100051080,9,B,G
5100051081,2,S,R
5100051082,0,S,R
5100051083,4,S,R
5100051084,2,S,R
5100051085,9,B,G
5100051086,4,S,R
5100051087,7,B,G
5100051088,7,B,G
5100051089,3,S,G
5100051090,6,B,R
5100051091,6,B,R
5100051092,6,B,R
5100051093,4,S,R
5100051094,4,S,R
5100051095,5,B,G
5100051096,7,B,G
5100051097,0,S,R
5100051098,5,B,G
5100051099,4,S,R
5100051100,1,S,G
5100051101,1,S,G
5100051102,5,B,G
5100051103,4,S,R
5100051104,6,B,R
5100051105,1,S,G
5100051106,0,S,R
5100051107,2,S,R
5100051108,3,S,G
5100051109,9,B,G
5100051110,7,B,G
5100051111,8,B,R
5100051112,8,B,R
5100051113,4,S,R
5100051114,3,S,G
5100051115,2,S,R
5100051116,2,S,R
5100051117,3,S,G
5100051118,8,B,R
5100051119,1,S,G
5100051120,2,S,R
5100051121,5,B,G
5100051122,0,S,R
5100051123,2,S,R
5100051124,6,B,R
5100051125,4,S,R
5100051126,0,S,R
5100051127,2,S,R
5100051128,4,S,R
5100051129,3,S,G
5100051130,8,B,R
5100051131,8,B,R
5100051132,8,B,R
5100051133,5,B,G
5100051134,8,B,R
5100051135,2,S,R
5100051136,3,S,G
5100051137,4,S,R
5100051138,9,B,G
5100051139,5,B,G
5100051140,7,B,G
5100051141,4,S,R
5100051142,5,B,G
5100051143,6,B,R
5100051144,3,S,G
5100051145,4,S,R
5100051146,1,S,G
5100051147,5,B,G
5100051148,7,B,G
5100051149,3,S,G
5100051150,8,B,R
5100051151,9,B,G
5100051152,5,B,G
5100051153,7,B,G
5100051154,0,S,R
5100051155,4,S,R
5100051156,5,B,G
5100051157,9,B,G
5100051158,0,S,R
5100051159,7,B,G
5100051160,5,B,G
5100051161,6,B,R
5100051162,2,S,R
5100051163,6,B,R
5100051164,0,S,R
5100051165,2,S,R
5100051166,9,B,G
5100051167,1,S,G
5100051168,9,B,G
5100051169,2,S,R
5100051170,6,B,R
5100051171,4,S,R
5100051172,7,B,G
5100051173,8,B,R
5100051174,7,B,G
5100051175,4,S,R
5100051176,1,S,G
5100051177,7,B,G
5100051178,3,S,G
5100051179,5,B,G
5100051180,7,B,G
5100051181,6,B,R
5100051182,0,S,R
5100051183,2,S,R
5100051184,6,B,R
5100051185,8,B,R
5100051186,9,B,G
5100051187,3,S,G
5100051188,4,S,R
5100051189,4,S,R
5100051190,2,S,R
5100051191,3,S,G
5100051192,4,S,R
5100051193,6,B,R
5100051194,1,S,G
5100051195,5,B,G
5100051196,9,B,G
5100051197,4,S,R
5100051198,4,S,R
5100051199,3,S,G
5100051200,4,S,R
5100051201,2,S,R
5100051202,7,B,G
5100051203,1,S,G
5100051204,7,B,G
5100051205,5,B,G
5100051206,3,S,G
5100051207,0,S,R
5100051208,2,S,R
5100051209,8,B,R
5100051210,3,S,G
5100051211,0,S,R
5100051212,0,S,R
5100051213,1,S,G
5100051214,7,B,G
5100051215,7,B,G
5100051216,2,S,R
5100051217,1,S,G
5100051218,5,B,G
5100051219,2,S,R
5100051220,1,S,G
5100051221,8,B,R
5100051222,7,B,G
5100051223,7,B,G
5100051224,4,S,R
5100051225,1,S,G
5100051226,8,B,R
5100051227,6,B,R
5100051228,3,S,G
5100051229,4,S,R
5100051230,6,B,R
5100051231,8,B,R
5100051232,3,S,G
5100051233,1,S,G
5100051234,8,B,R
5100051235,3,S,G
5100051236,7,B,G
5100051237,0,S,R
5100051238,6,B,R
5100051239,2,S,R
5100051240,1,S,G
5100051241,4,S,R
5100051242,5,B,G
5100051243,8,B,R
5100051244,0,S,R
5100051245,9,B,G
5100051246,6,B,R
5100051247,5,B,G
5100051248,9,B,G
5100051249,4,S,R
5100051250,8,B,R
5100051251,5,B,G
5100051252,2,S,R
5100051253,4,S,R
5100051254,7,B,G
5100051255,0,S,R
5100051256,2,S,R
5100051257,0,S,R
5100051258,0,S,R
5100051259,2,S,R
5100051260,7,B,G
5100051261,7,B,G
5100051262,6,B,R
5100051263,9,B,G
5100051264,4,S,R
5100051265,6,B,R
5100051266,2,S,R
5100051267,4,S,R
5100051268,7,B,G
5100051269,3,S,G
5100051270,2,S,R
5100051271,6,B,R
5100051272,0,S,R
5100051273,6,B,R
5100051274,8,B,R
5100051275,1,S,G
5100051276,1,S,G
5100051277,4,S,R
5100051278,7,B,G
5100051279,1,S,G
5100051280,2,S,R
5100051281,7,B,G
5100051282,8,B,R
5100051283,6,B,R
5100051284,6,B,R
5100051285,5,B,G
5100051286,6,B,R
5100051287,5,B,G
5100051288,6,B,R
5100051289,8,B,R
5100051290,6,B,R
5100051291,6,B,R
5100051292,8,B,R
5100051293,9,B,G
5100051294,5,B,G
5100051295,8,B,R
5100051296,7,B,G
5100051297,7,B,G
5100051298,7,B,G
5100051299,3,S,G
5100051300,5,B,G
5100051301,1,S,G
5100051302,2,S,R
5100051303,2,S,R
5100051304,0,S,R
5100051305,0,S,R
5100051306,6,B,R
5100051307,0,S,R
5100051308,4,S,R
5100051309,1,S,G
5100051310,1,S,G
5100051311,0,S,R
5100051312,1,S,G
5100051313,1,S,G
5100051314,9,B,G
5100051315,9,B,G
5100051316,4,S,R
5100051317,5,B,G
5100051318,6,B,R
5100051319,9,B,G
5100051320,6,B,R
5100051321,7,B,G
5100051322,2,S,R
5100051323,2,S,R
5100051324,3,S,G
5100051325,2,S,R
5100051326,5,B,G
5100051327,6,B,R
5100051328,3,S,G
5100051329,5,B,G
5100051330,3,S,G
5100051331,6,B,R
5100051332,4,S,R
5100051333,7,B,G
5100051334,3,S,G
5100051335,4,S,R
5100051336,7,B,G
5100051337,3,S,G
5100051338,9,B,G
5100051339,0,S,R
5100051340,8,B,R
5100051341,6,B,R
5100051342,7,B,G
5100051343,3,S,G
5100051344,7,B,G
5100051345,1,S,G
5100051346,9,B,G
5100051347,1,S,G
5100051348,4,S,R
5100051349,9,B,G
5100051350,3,S,G
5100051351,8,B,R
5100051352,7,B,G
5100051353,8,B,R
5100051354,3,S,G
5100051355,2,S,R
5100051356,8,B,R
5100051357,1,S,G
5100051358,0,S,R
5100051359,3,S,G
5100051360,5,B,G
5100051361,9,B,G
5100051362,5,B,G
5100051363,1,S,G
5100051364,7,B,G
5100051365,5,B,G
5100051366,5,B,G
5100051367,1,S,G
5100051368,7,B,G
5100051369,2,S,R
5100051370,0,S,R
5100051371,8,B,R
5100051372,8,B,R
5100051373,3,S,G
5100051374,4,S,R
5100051375,0,S,R
5100051376,3,S,G
5100051377,5,B,G
5100051378,5,B,G
5100051379,3,S,G
5100051380,8,B,R
5100051381,1,S,G
5100051382,2,S,R
5100051383,5,B,G
5100051384,6,B,R
5100051385,9,B,G
5100051386,2,S,R
5100051387,7,B,G
5100051388,2,S,R
5100051389,7,B,G
5100051390,6,B,R
5100051391,5,B,G
5100051392,1,S,G
5100051393,0,S,R
5100051394,0,S,R
5100051395,8,B,R
5100051396,7,B,G
5100051397,7,B,G
5100051398,1,S,G
5100051399,1,S,G
5100051400,6,B,R
5100051401,5,B,G
5100051402,1,S,G
5100051403,6,B,R
5100051404,7,B,G
5100051405,6,B,R
5100051406,8,B,R
5100051407,5,B,G
5100051408,5,B,G
5100051409,8,B,R
5100051410,0,S,R
5100051411,4,S,R
5100051412,4,S,R
5100051413,5,B,G
5100051414,9,B,G
5100051415,1,S,G
5100051416,3,S,G
5100051417,1,S,G
5100051418,4,S,R
5100051419,9,B,G
5100051420,2,S,R
5100051421,7,B,G
5100051422,1,S,G
5100051423,3,S,G
5100051424,5,B,G
5100051425,4,S,R
5100051426,7,B,G
5100051427,4,S,R
5100051428,8,B,R
5100051429,5,B,G
5100051430,1,S,G
5100051431,0,S,R
5100051432,5,B,G
5100051433,7,B,G
5100051434,3,S,G
5100051435,8,B,R
5100051436,1,S,G
5100051437,8,B,R
5100051438,0,S,R
5100051439,2,S,R
5100051440,6,B,R
5100051441,6,B,R
5100051442,1,S,G
5100051443,6,B,R
5100051444,3,S,G
5100051445,2,S,R
5100051446,9,B,G
5100051447,3,S,G
5100051448,5,B,G
5100051449,1,S,G
5100051450,7,B,G
5100051451,5,B,G
5100051452,0,S,R
5100051453,1,S,G
5100051454,2,S,R
5100051455,4,S,R
5100051456,3,S,G
5100051457,1,S,G
5100051458,2,S,R
5100051459,6,B,R
5100051460,3,S,G
5100051461,0,S,R
5100051462,3,S,G
5100051463,3,S,G
5100051464,4,S,R
5100051465,8,B,R
5100051466,6,B,R
5100051467,1,S,G
5100051468,1,S,G
5100051469,1,S,G
5100051470,1,S,G
5100051471,9,B,G
5100051472,1,S,G
5100051473,5,B,G
5100051474,7,B,G
5100051475,1,S,G
5100051476,5,B,G
5100051477,9,B,G
5100051478,0,S,R
5100051479,5,B,G
5100051480,6,B,R
5100051481,3,S,G
5100051482,4,S,R
5100051483,9,B,G
5100051484,0,S,R
5100051485,5,B,G
5100051486,7,B,G
5100051487,1,S,G
5100051488,7,B,G
5100051489,1,S,G
5100051490,9,B,G
5100051491,3,S,G
5100051492,9,B,G
5100051493,9,B,G
5100051494,7,B,G
5100051495,6,B,R
5100051496,2,S,R
5100051497,1,S,G
5100051498,0,S,R
5100051499,6,B,R
5100051500,4,S,R
5100051501,3,S,G
5100051502,4,S,R
5100051503,1,S,G
5100051504,6,B,R
5100051505,1,S,G
5100051506,2,S,R
5100051507,2,S,R
5100051508,7,B,G
5100051509,6,B,R
5100051510,4,S,R
5100051511,7,B,G
5100051512,4,S,R
5100051513,3,S,G
5100051514,5,B,G
5100051515,2,S,R
5100051516,6,B,R
5100051517,2,S,R
5100051518,5,B,G
5100051519,9,B,G
5100051520,6,B,R
5100051521,5,B,G
5100051522,7,B,G
5100051523,7,B,G
5100051524,6,B,R
5100051525,1,S,G
5100051526,9,B,G
5100051527,4,S,R
5100051528,6,B,R
5100051529,8,B,R
5100051530,9,B,G
5100051531,6,B,R
5100051532,0,S,R
5100051533,2,S,R
5100051534,9,B,G
5100051535,3,S,G
5100051536,1,S,G
5100051537,5,B,G
5100051538,1,S,G
5100051539,0,S,R
5100051540,5,B,G
5100051541,2,S,R
5100051542,0,S,R
5100051543,7,B,G
5100051544,2,S,R
5100051545,9,B,G
5100051546,4,S,R
5100051547,2,S,R
5100051548,0,S,R
5100051549,8,B,R
5100051550,2,S,R
5100051551,9,B,G
5100051552,0,S,R
5100051553,1,S,G
5100051554,8,B,R
5100051555,5,B,G
5100051556,3,S,G
5100051557,0,S,R
5100051558,1,S,G
5100051559,3,S,G
5100051560,9,B,G
5100051561,5,B,G
5100051562,5,B,G
5100051563,2,S,R
5100051564,8,B,R
5100051565,5,B,G
5100051566,8,B,R
5100051567,7,B,G
5100051568,8,B,R
5100051569,1,S,G
5100051570,2,S,R
5100051571,5,B,G
5100051572,0,S,R
5100051573,1,S,G
5100051574,1,S,G
5100051575,5,B,G
5100051576,2,S,R
5100051577,9,B,G
5100051578,3,S,G
5100051579,2,S,R
5100051580,6,B,R
5100051581,0,S,R
5100051582,3,S,G
5100051583,1,S,G
5100051584,5,B,G
5100051585,5,B,G
5100051586,0,S,R
5100051587,1,S,G
5100051588,6,B,R
5100051589,2,S,R
5100051590,9,B,G
5100051591,9,B,G
5100051592,4,S,R
5100051593,2,S,R
5100051594,7,B,G
5100051595,4,S,R
5100051596,4,S,R
5100051597,7,B,G
5100051598,4,S,R
5100051599,7,B,G
5100051600,3,S,G
5100051601,2,S,R
5100051602,2,S,R
5100051603,6,B,R
5100051604,5,B,G
5100051605,3,S,G
5100051606,3,S,G
5100051607,4,S,R
5100051608,5,B,G
5100051609,9,B,G
5100051610,5,B,G
5100051611,8,B,R
5100051612,7,B,G
5100051613,7,B,G
5100051614,4,S,R
5100051615,0,S,R
5100051616,6,B,R
5100051617,2,S,R
5100051618,6,B,R
5100051619,5,B,G
5100051620,0,S,R
5100051621,7,B,G
5100051622,7,B,G
5100051623,6,B,R
5100051624,9,B,G
5100051625,5,B,G
5100051626,9,B,G
5100051627,8,B,R
5100051628,7,B,G
5100051629,1,S,G
5100051630,0,S,R
5100051631,8,B,R
5100051632,1,S,G
5100051633,7,B,G
5100051634,9,B,G
5100051635,7,B,G
5100051636,8,B,R
5100051637,4,S,R
5100051638,3,S,G
5100051639,9,B,G
5100051640,2,S,R
5100051641,5,B,G
5100051642,1,S,G
5100051643,8,B,R
5100051644,0,S,R
5100051645,5,B,G
5100051646,5,B,G
5100051647,5,B,G
5100051648,4,S,R
5100051649,0,S,R
5100051650,2,S,R
5100051651,0,S,R
5100051652,6,B,R
5100051653,4,S,R
5100051654,6,B,R
5100051655,3,S,G
5100051656,4,S,R
5100051657,3,S,G
5100051658,8,B,R
5100051659,0,S,R
5100051660,6,B,R
5100051661,5,B,G
5100051662,4,S,R
5100051663,8,B,R
5100051664,1,S,G
5100051665,0,S,R
5100051666,8,B,R
5100051667,5,B,G
5100051668,9,B,G
5100051669,0,S,R
5100051670,4,S,R
5100051671,6,B,R
5100051672,6,B,R
5100051673,1,S,G
5100051674,8,B,R
5100051675,6,B,R
5100051676,3,S,G
5100051677,1,S,G
5100051678,9,B,G
5100051679,7,B,G
5100051680,7,B,G
5100051681,9,B,G
5100051682,0,S,R
5100051683,7,B,G
5100051684,2,S,R
5100051685,6,B,R
5100051686,7,B,G
5100051687,4,S,R
5100051688,6,B,R
5100051689,0,S,R
5100051690,6,B,R
5100051691,1,S,G
5100051692,2,S,R
5100051693,1,S,G
5100051694,8,B,R
5100051695,2,S,R
5100051696,1,S,G
5100051697,6,B,R
5100051698,0,S,R
5100051699,4,S,R
5100051700,4,S,R
5100051701,9,B,G
5100051702,6,B,R
5100051703,8,B,R
5100051704,5,B,G
5100051705,3,S,G
5100051706,3,S,G
5100051707,8,B,R
5100051708,2,S,R
5100051709,2,S,R
5100051710,4,S,R
5100051711,7,B,G
5100051712,3,S,G
5100051713,2,S,R
5100051714,0,S,R
5100051715,7,B,G
5100051716,1,S,G
5100051717,4,S,R
5100051718,2,S,R
5100051719,4,S,R
5100051720,8,B,R
5100051721,3,S,G
5100051722,6,B,R
5100051723,4,S,R
5100051724,4,S,R
5100051725,4,S,R
5100051726,7,B,G
5100051727,2,S,R
5100051728,5,B,G
5100051729,3,S,G
5100051730,3,S,G
5100051731,0,S,R
5100051732,6,B,R
5100051733,6,B,R
5100051734,4,S,R
5100051735,1,S,G
5100051736,8,B,R
5100051737,3,S,G
5100051738,4,S,R
5100051739,8,B,R
5100051740,4,S,R
5100051741,3,S,G
5100051742,7,B,G
5100051743,5,B,G
5100051744,2,S,R
5100051745,1,S,G
5100051746,0,S,R
5100051747,3,S,G
5100051748,9,B,G
5100051749,8,B,R
5100051750,6,B,R
5100051751,7,B,G
5100051752,9,B,G
5100051753,8,B,R
5100051754,0,S,R
5100051755,8,B,R
5100051756,8,B,R
5100051757,4,S,R
5100051758,9,B,G
5100051759,6,B,R
5100051760,0,S,R
5100051761,5,B,G
5100052533,9,B,G
5100052534,7,B,G
5100052535,0,S,R
5100052536,5,B,G
5100052537,5,B,G
5100052538,0,S,R
5100052539,4,S,R
5100052540,8,B,R
5100052541,6,B,R
5100052542,7,B,G
5100052543,6,B,R
5100052544,1,S,G
5100052545,0,S,R
5100052546,2,S,R
5100052547,6,B,R
5100052548,8,B,R
5100052549,5,B,G
5100052550,3,S,G
5100052551,8,B,R
5100052552,8,B,R
5100052553,0,S,R
5100052554,4,S,R
5100052555,8,B,R
5100052556,1,S,G
5100052557,0,S,R
5100052558,7,B,G
5100052559,2,S,R
5100052560,8,B,R
5100052561,4,S,R
5100052562,1,S,G
5100052563,2,S,R
5100052564,5,B,G
5100052565,4,S,R
5100052566,1,S,G
5100052567,9,B,G
5100052568,5,B,G
5100052569,6,B,R
5100052570,1,S,G
5100052571,7,B,G
5100052572,9,B,G
5100052573,3,S,G
5100052574,1,S,G
5100052575,8,B,R
5100052576,5,B,G
5100052577,0,S,R
5100052578,6,B,R
5100052579,3,S,G
5100052580,4,S,R
5100052581,8,B,R
5100052582,1,S,G
5100052583,7,B,G
5100052584,9,B,G
5100052585,9,B,G
5100052586,2,S,R
5100052587,7,B,G
5100052588,9,B,G
5100052589,8,B,R
5100052590,9,B,G
5100052591,8,B,R
5100052592,0,S,R
5100052593,3,S,G
5100052594,1,S,G
5100052595,2,S,R
5100052596,1,S,G
5100052597,6,B,R
5100052598,8,B,R
5100052599,3,S,G
5100052600,5,B,G
5100052601,0,S,R
5100052602,4,S,R
5100052603,7,B,G
5100052604,1,S,G
5100052605,4,S,R
5100052606,0,S,R
5100052607,0,S,R
5100052608,6,B,R
5100052609,9,B,G
5100052610,2,S,R
5100052611,7,B,G
5100052612,3,S,G
5100052613,7,B,G
5100052614,6,B,R
5100052615,8,B,R
5100052616,0,S,R
5100052617,4,S,R
5100052618,8,B,R
5100052619,7,B,G
5100052620,3,S,G
5100052621,7,B,G
5100052622,0,S,R
5100052623,7,B,G
5100052624,1,S,G
5100052625,2,S,R
5100052626,5,B,G
5100052627,0,S,R
5100052628,1,S,G
5100052629,6,B,R
5100052630,5,B,G
5100052631,7,B,G
5100052632,7,B,G
5100052633,0,S,R
5100052634,8,B,R
5100052635,9,B,G
5100052636,6,B,R
5100052637,0,S,R
5100052638,7,B,G
5100052639,1,S,G
5100052640,0,S,R
5100052641,2,S,R
5100052642,4,S,R
5100052643,9,B,G
5100052644,6,B,R
5100052645,5,B,G
5100052646,6,B,R
5100052647,5,B,G
5100052648,1,S,G
5100052649,2,S,R
5100052650,4,S,R
5100052651,4,S,R
5100052652,3,S,G
5100052653,2,S,R
5100052654,6,B,R
5100052655,5,B,G
5100052656,7,B,G
5100052657,4,S,R
5100052658,3,S,G
5100052659,2,S,R
5100052660,2,S,R
5100052661,4,S,R
5100052662,2,S,R
5100052663,0,S,R
5100052664,3,S,G
5100052665,0,S,R
5100052666,9,B,G
5100052667,4,S,R
5100052668,8,B,R
5100052669,4,S,R
5100052670,0,S,R
5100052671,3,S,G
5100052672,7,B,G
5100052673,4,S,R
5100052674,0,S,R
5100052675,6,B,R
5100052676,8,B,R
5100052677,6,B,R
5100052678,2,S,R
5100052679,6,B,R
5100052680,9,B,G
5100052681,4,S,R
5100052682,0,S,R
5100052683,1,S,G
5100052684,8,B,R
5100052685,5,B,G
5100052686,6,B,R
5100052687,4,S,R
5100052688,9,B,G
5100052689,0,S,R
5100052690,7,B,G
5100052691,6,B,R
5100052692,3,S,G
5100052693,7,B,G
5100052694,8,B,R
5100052695,7,B,G
5100052696,4,S,R
5100052697,6,B,R
5100052698,7,B,G
5100052699,3,S,G
5100052700,9,B,G
5100052701,0,S,R
5100052702,2,S,R
5100052703,8,B,R
5100052704,3,S,G
5100052705,7,B,G
5100052706,6,B,R
5100052707,0,S,R
5100052708,4,S,R
5100052709,1,S,G
5100052710,9,B,G
5100052711,0,S,R
5100052712,9,B,G
5100052713,4,S,R
5100052714,9,B,G
5100052715,1,S,G
5100052716,4,S,R
5100052717,8,B,R
5100052718,4,S,R
5100052719,6,B,R
5100052720,8,B,R
5100052721,0,S,R
5100052722,7,B,G
5100052723,8,B,R
5100052724,0,S,R
5100052725,4,S,R
5100052726,9,B,G
5100052727,7,B,G
5100052728,8,B,R
5100052729,8,B,R
5100052730,9,B,G
5100052731,0,S,R
5100052732,2,S,R
5100052733,3,S,G
5100052734,8,B,R
5100052735,3,S,G
5100052736,6,B,R
5100052737,2,S,R
5100052738,6,B,R
5100052739,5,B,G
5100052740,3,S,G
5100052741,5,B,G
5100052742,0,S,R
5100052743,7,B,G
5100052744,8,B,R
5100052745,9,B,G
5100052746,2,S,R
5100052747,9,B,G
5100052748,4,S,R
5100052749,8,B,R
5100052750,5,B,G
5100052751,6,B,R
5100052752,0,S,R
5100052753,6,B,R
5100052754,1,S,G
5100052755,8,B,R
5100052756,5,B,G
5100052757,4,S,R
5100052758,2,S,R
5100052759,2,S,R
5100052760,0,S,R
5100052761,9,B,G
5100052762,8,B,R
5100052763,9,B,G
5100052764,1,S,G
5100052765,0,S,R
5100052766,4,S,R
5100052767,3,S,G
5100052768,8,B,R
5100052769,6,B,R
5100052770,1,S,G
5100052771,2,S,R
5100052772,1,S,G
5100052773,0,S,R
